Global_active_power,Global_intensity,Global_reactive_power,Sub_metering_1,Sub_metering_2,Voltage
1.322,5.400,0.000,0.000,18.0,241.430
1.326,5.400,0.000,0.000,18.0,241.760
1.380,5.600,0.000,0.000,18.0,241.780
1.410,5.800,0.084,0.000,18.0,242.150
1.402,5.800,0.080,2.000,18.0,241.330
1.414,5.800,0.084,1.000,18.0,242.470
1.416,5.800,0.084,2.000,18.0,242.470
1.422,5.800,0.086,1.000,18.0,242.860
1.414,5.800,0.084,1.000,18.0,242.310
1.404,5.800,0.082,2.000,18.0,241.810
1.400,5.800,0.082,1.000,17.0,241.840
1.398,5.800,0.082,2.000,18.0,241.720
1.406,5.800,0.082,1.000,18.0,242.250
1.414,5.800,0.084,1.000,18.0,242.620
1.418,5.800,0.084,2.000,18.0,242.630
1.468,6.000,0.152,1.000,18.0,242.120
1.514,6.200,0.224,1.000,18.0,243.070
1.522,6.200,0.224,2.000,19.0,243.380
1.522,6.200,0.226,1.000,18.0,243.690
1.510,6.200,0.222,1.000,18.0,242.870
1.616,6.600,0.214,2.000,18.0,241.650
1.824,7.600,0.266,1.000,18.0,241.530
1.832,7.600,0.312,1.000,17.0,240.870
1.834,7.600,0.314,1.000,18.0,241.220
1.836,7.600,0.318,2.000,18.0,241.800
1.824,7.600,0.322,1.000,18.0,241.970
1.824,7.600,0.314,1.000,18.0,241.640
1.828,7.600,0.300,1.000,18.0,242.440
1.766,7.200,0.190,0.000,18.0,242.280
1.762,7.200,0.186,0.000,18.0,241.470
1.698,7.000,0.090,0.000,17.0,241.530
1.688,7.000,0.080,0.000,18.0,241.160
1.690,7.000,0.082,0.000,18.0,241.430
1.686,7.000,0.082,0.000,18.0,241.120
1.678,7.000,0.078,0.000,18.0,240.550
1.686,7.000,0.082,0.000,17.0,241.210
1.688,7.000,0.082,0.000,18.0,241.370
1.688,7.000,0.084,0.000,18.0,241.890
1.684,7.000,0.082,0.000,18.0,241.630
1.684,7.000,0.082,0.000,18.0,241.490
1.666,6.800,0.076,0.000,18.0,239.980
1.672,6.800,0.078,0.000,17.0,240.570
1.668,6.800,0.076,0.000,18.0,240.350
1.660,6.800,0.074,0.000,18.0,239.470
1.670,6.800,0.074,0.000,17.0,239.860
1.666,6.800,0.074,0.000,18.0,239.630
1.670,6.800,0.076,0.000,17.0,239.930
1.672,7.000,0.076,0.000,18.0,240.170
1.658,6.800,0.072,0.000,18.0,238.990
1.642,6.800,0.068,0.000,17.0,238.310
1.636,6.800,0.066,0.000,17.0,237.870
1.620,6.800,0.062,0.000,17.0,236.470
1.618,6.800,0.060,0.000,18.0,236.230
1.678,7.000,0.124,0.000,17.0,237.160
1.704,7.200,0.176,0.000,17.0,237.700
1.718,7.200,0.178,0.000,18.0,238.560
2.082,8.800,0.172,0.000,17.0,237.740
2.102,8.800,0.178,0.000,17.0,238.840
2.080,8.800,0.172,0.000,18.0,237.580
1.974,8.200,0.112,0.000,17.0,237.320
1.900,8.000,0.000,0.000,17.0,235.330
1.926,8.000,0.000,0.000,17.0,237.560
1.634,6.800,0.000,0.000,18.0,240.060
1.618,6.600,0.046,0.000,17.0,240.310
1.822,7.600,0.050,0.000,18.0,240.060
1.780,7.400,0.048,0.000,18.0,239.950
1.882,7.800,0.052,0.000,17.0,239.600
1.878,7.800,0.052,0.000,18.0,239.480
1.874,7.800,0.052,0.000,17.0,238.980
1.872,7.800,0.052,0.000,18.0,238.930
1.862,7.800,0.054,0.000,17.0,238.620
1.870,7.800,0.054,0.000,18.0,238.900
1.874,7.800,0.052,0.000,17.0,239.160
1.874,7.800,0.054,0.000,18.0,239.070
1.880,7.800,0.052,0.000,17.0,239.510
1.918,8.000,0.000,0.000,18.0,239.330
2.016,8.400,0.080,0.000,17.0,239.740
2.344,9.800,0.072,0.000,18.0,239.050
2.096,8.800,0.072,0.000,17.0,238.800
1.952,8.200,0.068,0.000,18.0,237.720
1.940,8.200,0.066,0.000,17.0,237.280
1.042,4.600,0.078,0.000,3.0,238.560
0.910,3.800,0.082,0.000,0.0,238.890
0.908,3.800,0.080,0.000,0.0,238.590
0.910,3.800,0.082,0.000,0.0,239.010
0.938,4.000,0.096,0.000,0.0,239.170
0.986,4.200,0.184,0.000,0.0,239.160
0.986,4.200,0.184,0.000,0.0,239.430
0.982,4.200,0.182,0.000,0.0,238.980
0.976,4.000,0.180,0.000,0.0,238.310
0.974,4.000,0.178,0.000,0.0,237.790
0.974,4.000,0.180,0.000,0.0,238.080
0.974,4.000,0.180,0.000,0.0,238.420
0.978,4.000,0.184,0.000,0.0,239.140
0.948,4.000,0.138,0.000,0.0,240.020
0.914,3.800,0.086,0.000,0.0,239.980
0.916,3.800,0.088,0.000,0.0,240.360
0.912,3.800,0.086,0.000,0.0,240.170
0.914,3.800,0.088,0.000,0.0,240.530
0.916,3.800,0.088,0.000,0.0,240.190
0.916,3.800,0.088,0.000,0.0,240.270
0.910,3.800,0.084,0.000,0.0,239.080
0.946,4.000,0.084,0.000,0.0,239.030
1.322,5.400,0.082,0.000,0.0,238.280
1.324,5.400,0.084,0.000,0.0,239.300
1.090,4.600,0.082,0.000,0.0,239.080
0.724,3.000,0.088,0.000,0.0,239.600
0.720,3.000,0.082,0.000,0.0,237.880
0.728,3.000,0.086,0.000,0.0,239.300
0.716,3.000,0.080,0.000,0.0,238.690
0.772,3.200,0.082,0.000,0.0,238.860
0.910,3.800,0.080,0.000,0.0,238.440
1.010,4.200,0.094,0.000,0.0,237.550
0.960,4.000,0.080,0.000,0.0,238.450
1.162,5.000,0.116,0.000,0.0,238.200
1.274,5.400,0.146,0.000,0.0,238.330
1.118,4.600,0.144,0.000,0.0,239.400
1.148,4.800,0.160,0.000,0.0,239.370
1.182,5.000,0.232,0.000,0.0,238.500
1.192,5.000,0.234,0.000,0.0,239.960
1.198,5.000,0.232,0.000,0.0,240.330
1.252,5.400,0.228,0.000,0.0,239.720
1.970,8.200,0.222,0.000,0.0,238.740
2.030,8.400,0.220,0.000,0.0,238.790
2.008,8.400,0.318,0.000,0.0,238.520
2.036,8.600,0.468,1.000,0.0,238.810
1.986,8.400,0.382,1.000,0.0,239.990
2.238,9.400,0.362,1.000,0.0,238.970
3.786,16.600,0.560,2.000,0.0,237.580
4.244,18.200,0.622,1.000,0.0,237.150
4.046,17.400,0.570,2.000,0.0,237.410
2.952,12.800,0.418,1.000,0.0,239.080
2.524,10.600,0.338,2.000,0.0,237.900
2.516,10.600,0.336,1.000,0.0,237.350
2.548,10.800,0.358,1.000,0.0,236.960
2.778,11.800,0.526,2.000,0.0,237.000
2.660,11.200,0.340,1.000,0.0,238.330
2.882,12.200,0.334,1.000,0.0,237.690
3.128,13.200,0.382,2.000,0.0,237.290
3.136,13.200,0.402,1.000,0.0,237.410
3.124,13.200,0.402,1.000,0.0,237.580
3.110,13.200,0.404,1.000,0.0,237.460
3.092,13.200,0.400,2.000,0.0,236.890
3.102,13.200,0.404,1.000,0.0,237.410
3.084,13.000,0.398,1.000,0.0,236.610
3.088,13.000,0.400,1.000,0.0,236.750
3.090,13.000,0.400,2.000,0.0,236.860
3.140,13.400,0.440,1.000,0.0,236.970
3.160,13.400,0.498,1.000,0.0,236.500
3.204,13.600,0.436,0.000,0.0,236.810
3.308,14.000,0.388,0.000,0.0,236.010
3.898,16.600,0.372,0.000,11.0,235.370
4.140,17.600,0.368,0.000,17.0,234.430
4.216,18.000,0.374,0.000,18.0,234.940
4.222,18.000,0.370,0.000,17.0,235.840
4.396,18.800,0.370,0.000,17.0,234.750
4.334,18.400,0.292,0.000,17.0,234.940
4.330,18.400,0.274,0.000,17.0,235.370
4.328,18.400,0.276,0.000,17.0,235.410
4.352,18.400,0.280,0.000,17.0,236.310
4.360,18.400,0.280,0.000,18.0,236.570
4.486,19.000,0.278,0.000,17.0,236.060
4.366,18.400,0.280,0.000,17.0,236.750
4.342,18.400,0.276,0.000,17.0,236.010
4.322,18.400,0.274,0.000,17.0,235.230
4.356,18.400,0.274,0.000,17.0,235.920
4.376,18.400,0.280,0.000,17.0,236.740
4.378,18.400,0.282,0.000,17.0,236.940
4.422,18.600,0.280,0.000,18.0,237.010
4.418,18.600,0.282,0.000,17.0,236.800
4.372,18.400,0.282,0.000,17.0,236.830
4.360,18.400,0.278,0.000,17.0,236.620
4.364,18.400,0.280,0.000,17.0,236.830
4.378,18.400,0.276,0.000,18.0,236.520
4.390,18.400,0.282,0.000,17.0,237.420
4.360,18.400,0.280,0.000,17.0,236.730
4.360,18.400,0.278,0.000,17.0,236.650
4.284,18.000,0.282,0.000,18.0,238.240
4.128,17.400,0.316,0.000,17.0,237.910
4.124,17.400,0.372,0.000,17.0,236.600
4.040,17.000,0.258,0.000,17.0,236.230
4.036,17.000,0.246,0.000,17.0,236.350
4.304,18.200,0.244,0.000,17.0,236.040
4.392,18.400,0.248,0.000,18.0,236.910
4.476,18.800,0.248,0.000,17.0,237.390
4.484,18.800,0.250,0.000,17.0,237.790
4.488,18.800,0.252,0.000,17.0,237.740
4.640,19.400,0.226,0.000,18.0,237.540
4.580,19.200,0.146,0.000,17.0,237.210
4.560,19.200,0.146,0.000,17.0,236.770
4.584,19.200,0.146,0.000,17.0,237.480
4.586,19.200,0.146,0.000,18.0,237.550
4.604,19.200,0.148,0.000,17.0,238.170
4.504,18.800,0.146,0.000,17.0,237.610
4.466,18.800,0.144,0.000,18.0,237.030
4.126,17.400,0.110,0.000,17.0,236.590
4.108,17.200,0.202,0.000,17.0,237.230
4.118,17.200,0.206,0.000,17.0,237.690
4.124,17.200,0.206,0.000,18.0,237.990
4.078,17.000,0.194,0.000,17.0,237.770
3.834,16.000,0.200,0.000,17.0,238.430
3.840,16.000,0.202,0.000,18.0,238.770
3.830,16.000,0.200,0.000,17.0,238.450
3.820,16.000,0.198,0.000,18.0,238.080
4.030,17.000,0.202,0.000,17.0,237.350
3.922,16.400,0.218,0.000,17.0,238.100
3.896,16.400,0.310,0.000,18.0,238.550
3.898,16.400,0.310,0.000,17.0,238.440
3.882,16.200,0.304,0.000,18.0,238.100
3.636,15.200,0.310,0.000,17.0,237.990
3.400,14.200,0.316,0.000,17.0,238.460
3.274,13.800,0.320,0.000,18.0,238.780
3.256,13.600,0.316,0.000,17.0,237.960
3.172,13.400,0.316,0.000,18.0,237.960
2.972,12.600,0.316,0.000,17.0,237.420
2.974,12.600,0.316,0.000,17.0,237.550
2.960,12.400,0.316,0.000,17.0,236.950
2.976,12.600,0.318,0.000,18.0,237.740
2.964,12.400,0.316,0.000,17.0,237.190
2.900,12.200,0.220,0.000,17.0,237.150
2.894,12.200,0.216,0.000,17.0,237.050
2.900,12.200,0.216,0.000,18.0,237.410
2.892,12.200,0.214,0.000,17.0,236.970
2.894,12.200,0.214,0.000,17.0,237.120
2.906,12.200,0.218,0.000,17.0,237.550
2.872,12.200,0.212,0.000,17.0,236.000
2.922,12.200,0.220,0.000,18.0,238.500
2.920,12.200,0.220,0.000,17.0,238.410
2.922,12.200,0.220,0.000,18.0,238.390
2.944,12.200,0.228,0.000,17.0,239.530
2.932,12.200,0.222,0.000,18.0,238.980
2.918,12.200,0.220,0.000,17.0,238.240
2.912,12.200,0.218,0.000,17.0,237.950
2.756,11.600,0.110,0.000,18.0,238.560
2.690,11.200,0.070,0.000,17.0,238.160
2.670,11.200,0.064,0.000,17.0,237.080
2.638,11.200,0.000,0.000,18.0,236.870
2.580,10.800,0.060,0.000,17.0,236.920
2.422,10.200,0.058,0.000,17.0,236.510
2.422,10.200,0.056,0.000,17.0,237.850
2.474,10.400,0.000,0.000,18.0,238.530
2.502,10.400,0.000,0.000,17.0,238.070
2.486,10.400,0.000,0.000,17.0,237.390
2.498,10.400,0.000,0.000,18.0,238.110
2.504,10.400,0.046,0.000,17.0,238.410
2.494,10.400,0.046,0.000,17.0,238.030
2.502,10.600,0.000,0.000,18.0,237.680
2.486,10.400,0.000,0.000,17.0,237.520
3.046,13.000,0.150,0.000,17.0,237.150
3.004,12.600,0.000,0.000,17.0,236.880
3.250,13.800,0.000,0.000,17.0,234.080
3.400,14.600,0.000,0.000,17.0,233.130
3.440,14.600,0.000,0.000,17.0,233.720
3.604,15.400,0.240,1.000,16.0,233.880
3.682,15.800,0.286,1.000,17.0,234.200
4.006,17.200,0.272,1.000,17.0,233.830
4.870,20.800,0.182,2.000,17.0,232.590
3.732,16.000,0.168,1.000,16.0,234.040
3.650,15.600,0.172,2.000,17.0,234.290
4.552,19.600,0.210,1.000,17.0,233.620
3.686,16.000,0.180,1.000,17.0,234.360
3.306,14.000,0.180,2.000,17.0,235.190
3.242,13.800,0.184,1.000,17.0,236.130
3.216,13.600,0.182,2.000,17.0,235.940
3.210,13.600,0.182,1.000,17.0,235.610
3.174,13.600,0.174,1.000,17.0,234.050
3.186,13.600,0.178,1.000,17.0,234.690
5.148,22.200,0.162,2.000,16.0,233.310
5.032,21.600,0.162,1.000,17.0,233.070
4.984,21.400,0.162,1.000,17.0,232.780
4.944,21.200,0.160,2.000,16.0,231.850
4.962,21.400,0.162,1.000,17.0,232.350
4.978,21.400,0.164,1.000,16.0,232.920
5.168,22.200,0.160,1.000,17.0,232.680
5.362,23.000,0.160,1.000,17.0,232.750
5.504,23.600,0.158,2.000,16.0,232.500
5.408,23.200,0.214,1.000,17.0,232.560
5.390,23.200,0.252,1.000,16.0,232.110
5.388,23.200,0.252,1.000,17.0,232.360
4.018,17.800,0.196,1.000,17.0,234.400
3.280,14.000,0.162,0.000,17.0,234.890
3.266,14.000,0.160,0.000,16.0,234.910
3.414,14.400,0.162,0.000,18.0,235.900
3.596,15.200,0.162,0.000,17.0,236.170
3.600,15.400,0.168,0.000,17.0,235.250
3.628,15.400,0.176,0.000,17.0,236.000
3.642,15.400,0.178,0.000,17.0,236.720
3.524,14.800,0.148,0.000,17.0,236.980
3.244,13.600,0.060,0.000,17.0,237.840
3.008,12.600,0.068,0.000,18.0,238.640
2.796,11.600,0.072,0.000,17.0,239.340
2.732,11.400,0.000,0.000,18.0,238.410
2.580,10.800,0.000,0.000,17.0,238.550
2.702,11.200,0.000,0.000,18.0,239.660
2.734,11.400,0.000,0.000,17.0,239.370
2.850,12.000,0.000,0.000,18.0,238.700
2.850,12.000,0.000,0.000,17.0,238.530
2.850,12.000,0.000,0.000,18.0,238.620
2.832,12.000,0.000,0.000,17.0,237.600
2.804,11.800,0.000,0.000,17.0,236.330
2.818,12.000,0.000,0.000,17.0,236.320
2.754,11.600,0.000,0.000,17.0,235.910
2.792,11.800,0.000,0.000,17.0,235.020
2.846,12.200,0.000,0.000,17.0,233.930
2.898,12.400,0.084,0.000,17.0,234.830
2.994,12.800,0.082,0.000,17.0,235.260
2.896,12.400,0.084,0.000,17.0,235.320
2.882,12.200,0.084,0.000,17.0,235.140
3.364,14.400,0.078,0.000,17.0,234.940
3.434,14.600,0.088,0.000,17.0,235.330
3.522,15.000,0.166,0.000,17.0,235.790
4.808,21.000,0.090,0.000,17.0,234.320
6.906,30.400,0.078,0.000,16.0,231.030
7.884,34.200,0.136,0.000,16.0,230.390
7.698,33.200,0.144,0.000,17.0,231.400
7.620,32.800,0.148,0.000,16.0,231.610
7.602,32.800,0.148,0.000,17.0,231.240
7.620,32.800,0.150,0.000,16.0,231.590
7.684,33.000,0.134,0.000,17.0,232.220
7.738,33.200,0.128,0.000,16.0,232.430
7.564,32.600,0.124,0.000,17.0,231.670
7.524,32.600,0.120,0.000,16.0,230.900
7.612,33.000,0.120,0.000,16.0,230.540
7.552,32.600,0.084,0.000,17.0,231.180
7.322,31.600,0.068,0.000,16.0,230.760
7.050,30.200,0.000,0.000,17.0,232.330
6.608,28.600,0.000,0.000,16.0,232.310
4.978,21.200,0.000,0.000,17.0,234.740
4.936,21.000,0.000,0.000,17.0,233.690
4.970,21.000,0.000,0.000,17.0,235.090
3.312,14.200,0.080,0.000,17.0,238.090
3.048,12.800,0.098,0.000,17.0,237.750
4.432,19.200,0.056,0.000,17.0,235.950
4.960,21.000,0.046,0.000,17.0,234.730
4.970,21.000,0.000,0.000,17.0,235.180
4.896,20.800,0.078,0.000,17.0,235.420
4.892,20.800,0.078,0.000,17.0,235.140
3.438,15.000,0.066,0.000,17.0,236.640
3.190,13.600,0.062,0.000,18.0,237.520
4.948,21.000,0.076,0.000,17.0,235.230
5.062,21.600,0.000,0.000,17.0,234.570
5.010,21.200,0.070,0.000,16.0,234.700
4.886,20.800,0.078,0.000,17.0,235.140
4.082,17.800,0.072,0.000,18.0,236.220
2.142,9.200,0.056,0.000,5.0,237.370
3.272,14.400,0.066,0.000,0.0,236.040
3.932,16.600,0.000,0.000,0.0,235.180
3.992,16.800,0.000,0.000,0.0,237.470
3.998,16.800,0.000,0.000,0.0,237.510
3.980,16.800,0.000,0.000,0.0,236.750
2.810,12.400,0.000,0.000,0.0,237.950
2.058,8.600,0.150,0.000,0.0,237.130
4.008,17.000,0.156,0.000,0.0,236.460
4.050,17.000,0.152,0.000,0.0,235.950
4.030,17.000,0.152,0.000,0.0,235.540
3.906,16.600,0.150,0.000,0.0,235.590
3.486,15.000,0.100,0.000,0.0,235.600
1.682,7.000,0.072,0.000,0.0,238.000
2.350,10.600,0.070,0.000,0.0,238.900
3.704,15.600,0.054,0.000,0.0,237.480
3.690,15.400,0.054,0.000,0.0,237.230
3.702,15.600,0.054,0.000,0.0,237.540
3.470,14.800,0.054,0.000,0.0,237.150
1.684,7.000,0.070,0.000,0.0,238.250
2.526,11.400,0.064,0.000,0.0,238.000
3.706,15.600,0.056,0.000,0.0,237.800
3.706,15.400,0.056,0.000,0.0,238.060
3.718,15.600,0.060,0.000,0.0,238.660
3.140,13.600,0.070,0.000,0.0,240.170
1.704,7.000,0.084,0.000,0.0,241.250
2.656,11.800,0.068,0.000,0.0,239.410
3.758,15.600,0.062,0.000,0.0,239.760
3.760,15.600,0.062,0.000,0.0,239.980
3.750,15.600,0.062,0.000,0.0,239.740
2.684,12.000,0.074,0.000,0.0,240.550
1.698,7.000,0.082,0.000,0.0,240.760
3.596,15.200,0.056,0.000,0.0,237.360
3.638,15.200,0.052,0.000,0.0,236.750
3.550,14.800,0.060,0.000,0.0,238.240
3.686,15.400,0.062,0.000,0.0,239.100
1.838,8.400,0.170,0.000,0.0,241.100
1.628,7.200,0.056,0.000,0.0,241.350
3.450,14.400,0.000,0.000,0.0,239.140
3.436,14.400,0.000,0.000,0.0,238.700
3.404,14.200,0.000,0.000,0.0,237.620
3.042,13.200,0.000,0.000,0.0,238.150
1.422,6.000,0.066,0.000,0.0,241.100
3.036,13.200,0.164,0.000,0.0,239.940
3.534,14.600,0.158,1.000,0.0,239.480
3.536,14.600,0.154,2.000,0.0,239.870
2.564,11.400,0.072,1.000,0.0,241.720
1.438,5.800,0.088,2.000,0.0,243.640
2.644,11.600,0.074,1.000,0.0,242.810
3.516,14.400,0.062,1.000,0.0,241.480
3.314,13.800,0.062,2.000,0.0,240.990
3.192,13.200,0.064,1.000,0.0,241.280
1.134,4.600,0.088,2.000,0.0,243.210
1.950,9.000,0.222,1.000,0.0,243.130
3.376,14.000,0.250,1.000,0.0,241.490
3.474,14.400,0.208,2.000,0.0,241.200
3.262,13.800,0.196,1.000,0.0,241.010
1.498,6.200,0.222,1.000,0.0,243.420
2.146,9.800,0.212,2.000,0.0,242.350
3.546,14.600,0.192,1.000,0.0,240.640
3.444,14.400,0.190,1.000,0.0,239.850
3.238,13.600,0.186,1.000,0.0,238.720
1.938,9.000,0.206,2.000,0.0,240.250
1.204,5.000,0.224,1.000,0.0,242.510
2.820,12.200,0.200,1.000,0.0,240.750
3.274,13.600,0.200,1.000,0.0,241.120
3.270,13.600,0.200,1.000,0.0,241.220
2.876,12.200,0.128,1.000,0.0,242.190
1.122,4.600,0.104,0.000,0.0,243.280
1.792,8.400,0.092,0.000,0.0,242.170
3.236,13.400,0.136,0.000,0.0,239.850
3.222,13.400,0.170,0.000,0.0,239.250
3.456,14.400,0.164,0.000,0.0,238.760
2.506,11.200,0.180,0.000,0.0,240.760
1.482,6.200,0.192,0.000,0.0,241.890
2.610,11.600,0.180,0.000,0.0,241.260
3.572,14.800,0.176,0.000,0.0,241.690
3.578,14.800,0.178,0.000,0.0,242.030
3.474,14.400,0.178,0.000,0.0,241.460
1.484,6.200,0.202,0.000,0.0,243.090
1.974,9.000,0.000,0.000,0.0,243.230
3.402,14.000,0.062,0.000,0.0,241.310
3.386,14.000,0.062,0.000,0.0,240.720
3.402,14.000,0.060,0.000,0.0,241.420
1.312,5.800,0.000,0.000,0.0,243.900
1.152,5.200,0.000,0.000,0.0,244.810
3.154,12.800,0.048,0.000,0.0,243.510
3.144,12.800,0.048,0.000,0.0,243.360
3.130,12.800,0.050,0.000,0.0,242.730
1.646,7.800,0.000,0.000,0.0,244.790
1.334,6.200,0.000,0.000,0.0,244.360
3.132,12.800,0.048,0.000,0.0,242.590
3.114,12.800,0.050,0.000,0.0,241.970
3.120,12.800,0.050,0.000,0.0,242.330
1.134,5.000,0.000,0.000,0.0,244.040
1.744,8.200,0.000,0.000,0.0,243.820
3.188,13.000,0.000,0.000,0.0,242.410
3.226,13.200,0.084,0.000,0.0,242.270
3.004,12.600,0.086,0.000,0.0,242.010
1.086,4.400,0.104,0.000,0.0,243.560
1.834,8.600,0.144,0.000,0.0,242.960
3.344,13.800,0.122,0.000,0.0,239.520
3.366,14.000,0.122,0.000,0.0,239.420
3.428,14.200,0.122,0.000,0.0,239.370
1.836,8.400,0.146,0.000,0.0,240.600
1.814,8.200,0.232,0.000,0.0,240.820
3.166,13.200,0.190,0.000,0.0,240.240
2.830,11.800,0.198,0.000,0.0,241.210
2.934,12.200,0.198,0.000,0.0,240.890
1.104,5.800,0.226,0.000,0.0,243.320
0.652,2.800,0.234,0.000,0.0,243.990
2.574,10.800,0.208,0.000,0.0,242.240
2.640,10.800,0.208,0.000,0.0,242.470
2.640,10.800,0.210,0.000,0.0,242.570
1.490,7.600,0.144,0.000,0.0,243.220
0.468,2.000,0.128,0.000,0.0,243.430
2.500,10.400,0.098,0.000,0.0,240.990
2.488,10.200,0.100,0.000,0.0,241.430
2.476,10.200,0.098,0.000,0.0,241.060
1.310,7.000,0.098,0.000,0.0,241.660
0.320,1.400,0.094,0.000,0.0,243.000
2.328,9.600,0.000,0.000,0.0,241.250
2.316,9.600,0.066,0.000,0.0,241.430
2.342,9.600,0.062,0.000,0.0,242.840
0.564,3.800,0.000,0.000,0.0,245.040
1.008,5.800,0.000,0.000,0.0,244.770
2.332,9.600,0.064,0.000,0.0,242.160
2.318,9.600,0.066,0.000,0.0,241.520
1.590,7.600,0.056,0.000,0.0,242.330
0.228,1.000,0.000,0.000,0.0,243.460
1.772,8.200,0.058,0.000,0.0,242.230
2.328,9.600,0.062,0.000,0.0,242.240
2.338,9.600,0.060,0.000,0.0,242.850
1.164,6.400,0.000,0.000,0.0,244.770
0.228,1.000,0.000,0.000,0.0,245.450
2.090,9.000,0.054,0.000,0.0,243.870
2.344,9.600,0.058,0.000,0.0,243.310
2.272,9.400,0.000,0.000,0.0,242.660
0.330,1.400,0.098,0.000,0.0,243.130
1.284,6.800,0.148,0.000,0.0,241.700
2.468,10.200,0.172,0.000,0.0,240.630
2.456,10.200,0.170,0.000,0.0,240.230
1.530,7.600,0.188,0.000,0.0,242.010
0.394,1.800,0.206,0.000,0.0,243.470
2.138,9.400,0.180,0.000,0.0,241.730
2.476,10.200,0.178,0.000,0.0,241.740
2.474,10.200,0.178,0.000,0.0,241.860
1.426,7.200,0.190,0.000,0.0,242.030
0.330,1.400,0.130,0.000,0.0,243.370
2.108,9.200,0.076,0.000,0.0,241.510
2.392,9.800,0.072,0.000,0.0,241.300
2.398,9.800,0.076,0.000,0.0,241.790
1.846,8.400,0.082,0.000,0.0,241.800
0.310,1.400,0.104,0.000,0.0,243.940
1.686,8.000,0.090,0.000,0.0,243.580
2.408,9.800,0.076,0.000,0.0,242.340
2.392,9.800,0.074,0.000,0.0,241.480
1.154,6.400,0.094,0.000,0.0,243.290
0.454,2.800,0.108,0.000,0.0,244.740
2.420,9.800,0.078,0.000,0.0,242.790
2.396,9.800,0.072,0.000,0.0,242.000
2.308,9.400,0.058,0.000,0.0,241.960
0.434,3.200,0.000,0.000,0.0,244.670
0.692,4.600,0.000,0.000,0.0,244.870
2.342,9.600,0.054,0.000,0.0,243.630
2.336,9.600,0.054,0.000,0.0,243.530
1.998,8.800,0.050,0.000,0.0,244.160
0.216,0.800,0.000,0.000,0.0,245.570
1.222,6.600,0.000,0.000,0.0,242.980
2.308,9.400,0.058,0.000,0.0,241.830
2.312,9.400,0.058,0.000,0.0,242.180
1.380,7.000,0.000,0.000,0.0,243.310
0.214,0.800,0.000,0.000,0.0,244.950
2.110,9.000,0.000,0.000,0.0,243.460
2.418,9.800,0.052,0.000,0.0,243.920
2.416,9.800,0.052,0.000,0.0,243.980
0.382,2.200,0.082,0.000,0.0,246.090
1.022,6.000,0.118,0.000,0.0,245.700
2.566,10.600,0.234,0.000,0.0,243.790
2.582,10.600,0.312,1.000,0.0,243.030
1.804,8.600,0.320,1.000,0.0,242.970
0.466,2.400,0.340,1.000,0.0,243.830
2.416,10.200,0.248,2.000,0.0,242.280
2.496,10.200,0.206,1.000,0.0,242.600
2.504,10.200,0.208,2.000,0.0,243.170
0.508,3.000,0.244,1.000,0.0,245.780
1.316,7.000,0.230,1.000,0.0,244.810
2.506,10.200,0.210,2.000,0.0,243.310
2.490,10.200,0.206,1.000,0.0,242.550
1.620,7.800,0.220,2.000,0.0,243.380
0.468,2.600,0.240,1.000,0.0,245.170
2.500,10.200,0.208,1.000,0.0,242.880
2.502,10.200,0.210,2.000,0.0,243.440
2.384,10.000,0.212,1.000,0.0,243.720
0.386,1.800,0.242,1.000,0.0,245.590
2.048,9.200,0.216,2.000,0.0,243.540
2.490,10.200,0.208,1.000,0.0,243.100
2.132,9.400,0.210,1.000,0.0,242.850
0.338,1.600,0.174,1.000,0.0,244.470
1.780,8.200,0.080,2.000,0.0,243.900
2.410,9.800,0.074,1.000,0.0,243.750
2.408,9.800,0.074,1.000,0.0,243.760
0.360,2.200,0.088,1.000,0.0,246.120
1.466,7.400,0.000,0.000,0.0,245.050
2.340,9.600,0.050,0.000,0.0,243.870
2.344,9.600,0.048,0.000,0.0,244.300
0.734,4.800,0.000,0.000,0.0,245.890
0.854,5.200,0.000,0.000,0.0,245.750
2.416,9.800,0.000,0.000,0.0,244.420
2.420,9.800,0.058,0.000,0.0,244.420
1.636,7.800,0.068,0.000,0.0,245.000
0.382,2.400,0.086,0.000,0.0,246.120
2.414,9.800,0.056,0.000,0.0,243.670
2.410,9.800,0.056,0.000,0.0,243.850
1.426,7.200,0.072,0.000,0.0,245.010
0.526,3.400,0.086,0.000,0.0,246.320
2.506,10.200,0.150,0.000,0.0,244.200
2.446,10.000,0.088,0.000,0.0,244.060
1.732,8.200,0.098,0.000,0.0,244.650
0.316,1.400,0.122,0.000,0.0,246.770
2.402,9.800,0.094,0.000,0.0,245.490
2.472,10.000,0.096,0.000,0.0,245.880
1.296,6.800,0.112,0.000,0.0,246.610
0.752,4.600,0.120,0.000,0.0,247.230
2.460,10.000,0.094,0.000,0.0,245.300
2.454,10.000,0.092,0.000,0.0,245.160
1.468,7.400,0.100,0.000,0.0,244.460
0.302,1.200,0.106,0.000,0.0,243.510
2.316,9.600,0.074,0.000,0.0,240.360
2.366,9.800,0.074,0.000,0.0,240.460
2.368,9.800,0.074,0.000,0.0,240.640
0.726,4.600,0.098,0.000,0.0,242.490
1.400,7.200,0.090,0.000,0.0,241.710
2.542,10.400,0.074,0.000,0.0,240.520
2.400,9.800,0.076,0.000,0.0,241.010
0.588,3.800,0.076,0.000,0.0,242.940
1.588,7.600,0.046,0.000,0.0,241.500
